sample_ID,,Hyper.MS1,Hyper.MS2,Hyper.MS3,Hypo.MS1,Hypo.MS2,Hypo.MS3,Hypo.MS4,Hypo.MS5,Hypo.MS6,Hypo.MS7,cancertype
TCGA-OL-A66H,,1112.617411,472.0091485,0.203740309,304.5195955,0.083693077,299.2566278,152.9269834,0.003190187,0.113986717,1090.138223,BRCA
TCGA-EW-A2FW,,1141.856923,478.6264748,0.024901976,38.51323618,3.44E-32,2.68E-07,3.89E-25,2.85E-22,6.94E-35,1479.964464,BRCA
TCGA-AC-A62Y,,1345.653951,237.7404866,0.005362067,3.163970795,3.08E-11,78.08431346,465.1725252,0.297274211,280.1421678,1005.228149,BRCA
TCGA-E9-A1R2,,1380.627685,343.9463961,13.38131845,21.34548038,0.098485218,51.80695612,245.4584651,225.540294,569.9078047,1267.887314,BRCA
TCGA-AR-A255,,1606.082225,195.8320826,83.55719206,212.5352453,4.741634783,92.6915845,485.2302848,39.40752005,199.9777751,940.684836,BRCA
TCGA-E2-A10B,,1603.56809,317.2844816,17.33432811,239.7549794,0.072997624,272.2452449,116.7535539,24.04777974,124.572141,1480.524231,BRCA
TCGA-AO-A0JD,,1146.626555,454.6203482,0.460496775,205.2148595,3.10E-07,48.50824748,634.8844961,1.068355292,118.0669605,616.6019809,BRCA
TCGA-D8-A1JD,,1395.677964,274.0869577,33.78367807,266.1862145,8.49E-05,135.5650518,278.9472268,0.56437221,0.029962145,1014.972888,BRCA
TCGA-D8-A1XA,,1876.194749,89.6161363,39.44351445,63.66035633,8.25E-16,0.633077834,56.96737534,0.000151067,1.23E-08,1190.740139,BRCA
TCGA-AO-A1KQ,,1220.187385,326.543538,1.39797717,219.3202802,2.90E-10,0.00057911,315.7931419,0.000130503,8.90E-06,819.0646593,BRCA
TCGA-A8-A0A6,,1726.56518,177.4913575,40.14826216,2.60E-10,3.75E-09,0.779368886,619.6492182,128.4788811,487.4463058,1099.660626,BRCA
TCGA-A7-A3RF,,1395.178813,186.5570012,23.54288628,76.06020474,3.04E-18,98.87431332,3.09E-08,1.08E-07,6.79E-11,1168.648082,BRCA
TCGA-A2-A0SW,,1841.135476,64.5726866,58.45445651,302.2844316,3.94E-06,81.93202334,541.0359163,3.94E-11,4.34E-06,356.4445204,BRCA
TCGA-GM-A2D9,,1812.349219,104.6809005,96.02378084,129.6064975,0.009114214,296.2305319,97.32036479,0.385723207,7.36485601,1462.924112,BRCA
TCGA-EW-A1P5,,1573.976836,245.7594729,34.67679101,4.40E-29,7.63E-21,3.98E-19,270.6546215,2.508148503,257.6604429,1301.991487,BRCA
TCGA-E9-A1RD,,1451.340001,362.9485929,60.04160659,78.10664738,20.66190211,137.7343267,91.83968894,166.9431238,504.2031099,1467.766801,BRCA
TCGA-BH-A1EN,,2156.027746,3.26866762,122.0691865,0.261728689,4.12E-11,259.8450164,440.513806,0.055579013,0.1003332,1033.791037,BRCA
TCGA-BH-A1FN,,1411.521376,146.7336237,1.37E-13,2.29E-18,9.27E-10,1.48E-07,317.0320312,21.67175227,260.9610678,1065.848349,BRCA
TCGA-EW-A1PD,,1578.996309,74.69294162,34.82174969,0.000171813,1.26E-08,130.7642244,574.3124894,87.85672722,425.4509286,917.2458585,BRCA
TCGA-E9-A1N5,,1322.311847,348.1421199,15.42653348,160.7970649,0.000166768,110.8287124,264.1449598,80.07346908,95.14941129,1341.545016,BRCA
TCGA-D8-A1J8,,1769.386433,163.2410568,82.03901008,0.011865795,0.000151952,237.2572459,674.525514,3.677200913,228.6032048,1012.031217,BRCA
TCGA-BH-A0H0,,1612.404783,342.1444701,0.900270131,586.6433275,1.29E-42,49.08927096,2.18E-68,9.89E-50,3.88E-77,1034.210202,BRCA
TCGA-A2-A3XX,,1167.783781,373.9487185,7.46E-11,183.5650091,8.226211545,175.1486558,612.0674557,266.8943616,688.7768144,626.3152919,BRCA
TCGA-A2-A0YC,,1541.921515,310.7921872,43.23229731,73.9404595,5.67E-12,1.50E-11,130.4340222,9.169551193,0.063942427,1426.670725,BRCA
TCGA-GM-A2DC,,1816.02334,124.1523051,78.92825451,142.8535655,0.018399728,175.8487233,3.92E-06,41.02514211,289.9888188,1600.728647,BRCA
TCGA-AR-A24N,,2030.783611,54.26834902,103.9004401,203.4252968,0.000137059,197.3856336,195.3867774,1.452173309,0.027082705,1293.962699,BRCA
TCGA-EW-A6S9,,1578.668771,196.1475307,12.7488985,0.000105146,8.57E-08,237.3589695,288.8749621,1.2187407,43.44504469,1160.863578,BRCA
TCGA-A1-A0SJ,,1724.651566,196.9460784,39.2050553,3.771263006,1.47E-13,1.615063506,552.1017033,7.361745503,233.454733,1226.605392,BRCA
TCGA-BH-A0BC,,1257.55001,423.7345155,0.000474738,138.9711645,0.059609812,157.9167807,425.4210425,8.546802858,144.4842036,1285.472096,BRCA
TCGA-BH-A1EW,,1664.668881,186.0146603,46.83665914,66.550961,8.39E-07,90.43724304,667.1690622,10.24182908,278.749772,1123.208232,BRCA
TCGA-BH-A1FG,,1381.263807,329.0241065,5.055387025,3.88E-20,6.02E-16,0.197576481,287.9755415,0.035762522,312.6124703,1393.746749,BRCA
TCGA-D8-A27P,,823.5934464,464.946248,5.68E-06,3.86E-05,7.67E-07,37.84243527,191.6600759,150.5004962,334.3589355,1247.579418,BRCA
TCGA-E2-A1IL,,1343.116094,325.7061837,0.009822276,51.86305263,0.029485903,179.9315562,67.83980424,0.317061141,60.42646341,1514.737777,BRCA
TCGA-A7-A3IZ,,2053.945374,9.109543905,99.27158243,130.6529877,1.02E-36,9.53E-07,1.76E-47,6.95E-36,6.77E-51,1307.220811,BRCA
TCGA-E2-A570,,1442.975757,235.9127803,0.101463164,4.30E-13,2.56E-14,1.65E-13,270.3974319,23.29081346,220.5243322,1311.651822,BRCA
TCGA-OL-A66J,,1322.633169,253.3687628,49.07756795,249.9623358,1.403211361,1.866053689,408.5575648,156.7159866,179.6911423,686.9275055,BRCA
TCGA-LL-A5YM,,2046.937304,30.83882778,120.8767685,49.46004964,0.000366798,19.20447458,303.4463621,76.4682754,120.1389795,1244.003292,BRCA
TCGA-A2-A0T2,,1449.233482,216.9122182,1.09E-13,335.8068665,0.376878856,91.11273206,448.2535523,75.8215279,16.67228882,902.4932536,BRCA
TCGA-AR-A0TP,,1797.946543,69.3018691,1.26E-15,354.7057696,0.067864427,741.6462294,524.4662739,206.0367251,61.52055884,559.9131141,BRCA
TCGA-B6-A0RS,,1454.990703,229.4803967,1.27E-08,299.5178667,1.12E-12,290.5372657,395.2498293,0.000852975,4.13E-09,647.5473853,BRCA
TCGA-EW-A1P0,,1730.363517,168.2959565,0.743626551,125.2322193,5.75E-25,0.127021516,1.04E-28,8.25E-29,1.54E-38,1493.939426,BRCA
TCGA-A2-A1G0,,851.8255725,505.3078275,1.70E-09,138.8656295,8.96E-07,14.89460778,391.6340533,81.95625616,107.1634247,1083.987928,BRCA
TCGA-AR-A24H,,2183.870608,5.38E-06,58.22558687,337.5286821,5.94E-22,88.89062403,1.84E-16,6.77E-33,6.20E-38,1019.407625,BRCA
TCGA-D8-A1XV,,1988.08631,2.39E-05,38.91826578,2.46E-09,2.43E-14,45.11108739,3.78E-10,4.159844545,87.5755096,1420.867558,BRCA
TCGA-AR-A0TU,,1731.443003,217.4407631,0.002534294,3.16E-11,0.000547923,0.571001807,1249.43886,90.68346709,941.3705371,211.7381856,BRCA
TCGA-AN-A0XV,,1879.003649,79.1413657,74.00888483,9.469298308,4.52E-06,223.8893681,359.3746008,0.536128852,284.6668209,1199.694679,BRCA
TCGA-A2-A0YT,,1903.550578,0.038472419,67.99234965,244.3447268,3.91E-16,136.8584397,89.06556036,5.11E-14,9.69E-15,873.6991731,BRCA
TCGA-BH-A0B5,,1718.632797,189.9633601,54.58174321,156.6618189,3.15E-06,21.71579001,110.4107733,51.60039821,0.650822674,1438.965294,BRCA
TCGA-D8-A1JI,,1558.975551,261.1554687,78.21918016,272.7179188,9.53E-40,1.16E-09,1.08E-56,1.63E-47,1.62E-62,966.4582812,BRCA
TCGA-E9-A1R6,,1845.306697,132.5992527,98.2037502,87.39616595,1.45E-05,2.39E-06,0.002620485,37.38590836,5.222747671,1688.317941,BRCA
TCGA-D8-A1XZ,,1866.309464,0.196489261,39.21804653,362.587053,0.004089456,144.1270649,285.0792409,1.95E-10,1.06E-13,442.8720441,BRCA
TCGA-BH-A0B8,,2001.475585,65.18337517,103.1416396,242.0530323,1.77E-19,272.3616298,9.48E-30,2.73E-19,1.84E-29,1271.185338,BRCA
TCGA-LL-A6FQ,,2118.590627,0.038913239,55.51615948,3.16E-10,5.61E-26,1.42E-16,2.92E-29,7.15E-23,9.23E-29,1157.838453,BRCA
TCGA-EW-A1OY,,1596.916736,159.0690513,0.050012241,212.9817655,2.36E-40,104.7898088,9.16E-25,6.51E-40,3.11E-47,823.600344,BRCA
TCGA-B6-A0RP,,1510.98804,287.5341698,22.46939017,114.0437278,5.68E-06,0.138267419,283.0483455,14.93887964,3.327963897,1128.79201,BRCA
TCGA-A1-A0SQ,,1751.4943,65.77641948,36.89858044,12.69618398,4.94E-21,56.57126223,0.002021916,5.11E-14,2.75E-14,1198.772332,BRCA
TCGA-A7-A26I,,773.6533722,369.3106278,3.95E-29,1.57E-17,1.48E-05,5.54E-19,632.4370187,361.8053335,716.2930014,551.3081317,BRCA
TCGA-E9-A1RB,,1045.361278,409.5151222,4.63E-08,68.48596219,2.70E-08,0.000474363,309.4709025,0.972638598,70.73101073,1219.177512,BRCA
TCGA-B6-A0RO,,1658.569059,174.1350055,2.712635804,41.18102728,0.000417348,243.9926473,135.3583323,0.14008519,220.766346,1437.349646,BRCA
TCGA-AC-A23H,,1940.403418,107.6458873,148.7838951,327.2590059,58.55045814,349.9569249,213.5892288,159.9041464,371.0605651,1010.562971,BRCA
TCGA-AC-A2BM,,1581.522519,267.0571568,37.93122464,299.1683121,0.003110418,43.38904263,5.95E-06,4.668939675,8.08E-08,1653.427289,BRCA
TCGA-BH-A0WA,,1514.199597,60.90730281,5.76E-15,128.633022,1.79E-07,125.3670713,889.7193077,84.88926332,122.4827539,622.8311867,BRCA
TCGA-EW-A1J6,,1494.884199,212.7672195,0.003681088,94.6494182,1.01E-10,88.79675476,147.730684,5.57E-06,0.176145668,1309.831992,BRCA
TCGA-D8-A27V,,1264.320844,213.9239818,56.14597384,184.9428436,0.208663745,65.92331276,353.9079094,66.7105273,130.5184237,913.5914195,BRCA
TCGA-B6-A40C,,1965.61071,38.21810428,69.42518592,151.372593,6.98E-10,6.813615175,171.8434127,0.002205317,4.44E-05,1382.73243,BRCA
TCGA-A7-A26H,,1773.65144,77.83917635,65.95358395,1.10E-06,7.62E-10,0.06780084,428.0314861,0.020105877,134.5999923,1205.747114,BRCA
TCGA-BH-A0BA,,1586.965867,302.3621781,33.07805537,315.610555,0.076733653,250.6060052,251.3241824,16.98829565,11.36355163,998.6418765,BRCA
TCGA-E2-A2P6,,2131.892121,0.069311062,70.71596776,41.27637711,1.43E-11,136.6162643,43.05502682,1.51E-09,1.25E-08,1370.433732,BRCA
TCGA-AR-A1AY,,1902.836609,1.87E-05,0.012571819,1.06E-32,1.23E-08,6.02E-07,1062.037657,106.2815548,1110.813133,409.4440551,BRCA
TCGA-A2-A25C,,1273.456989,357.2383095,13.85070142,53.94098666,0.000102463,133.4872691,267.4856171,25.39169226,272.7762743,1406.364358,BRCA
TCGA-A7-A5ZV,,2093.404497,31.60100552,52.12899751,178.3349325,3.18E-09,68.18779084,1060.783094,0.378975143,315.6636952,620.6908123,BRCA
TCGA-LL-A50Y,,1770.513088,202.6094974,51.8165144,5.08E-05,2.81E-09,138.5050752,171.8331771,9.625926366,130.3480507,1611.229845,BRCA
TCGA-LL-A442,,920.8491306,487.5017694,2.54E-10,173.3470787,7.46E-06,69.1116903,121.5433918,0.068587062,0.003833386,1093.086611,BRCA
TCGA-C8-A26Z,,1319.104568,397.445296,3.57E-05,58.201289,1.71E-32,2.30E-07,1.54E-30,3.01E-30,8.20E-39,1289.235711,BRCA
TCGA-BH-A0E0,,1406.11278,208.1726196,1.23E-08,241.0607359,0.057204979,12.24330014,749.2565177,84.74509949,227.4975612,846.3295805,BRCA
TCGA-BH-A1FJ,,2149.281659,24.21929528,78.50824557,1.31E-37,5.01E-49,8.44E-33,3.09E-53,1.86E-41,2.20E-55,1450.9261,BRCA
TCGA-E9-A3HO,,2021.035866,8.370342367,30.04389126,9.999909027,2.44E-13,76.1319955,85.50091694,0.000145273,1.127808788,1571.740824,BRCA
TCGA-C8-A1HI,,1491.16303,168.8332894,0.114980466,0.000145494,0.010040325,47.84948638,423.8193236,172.1920037,475.8476224,1061.290578,BRCA
TCGA-E9-A1NA,,1936.009794,98.38339314,104.7382126,7.91E-22,7.67E-13,8.14E-10,441.0095933,0.261262897,482.2339762,1214.466668,BRCA
TCGA-BH-A0BS,,1202.330541,392.2309345,2.46E-05,96.9859974,6.48E-12,85.21863286,0.229369259,0.000279229,0.002439116,1311.891282,BRCA
TCGA-B6-A0WT,,1210.318171,415.2542533,0.184775282,0.014740782,7.88E-12,8.75E-09,149.0317979,51.91898553,2.147866186,1447.81141,BRCA
TCGA-B6-A0RN,,2100.634887,0.000710438,92.55630224,9.83E-12,8.06E-27,7.14E-17,1.37E-19,7.28E-17,7.07E-24,1661.053,BRCA
TCGA-EW-A1PH,,1475.057177,62.45152298,3.43E-09,211.5710518,6.36E-14,2.463080567,638.1835513,3.58E-06,1.19E-09,463.9469128,BRCA
TCGA-D8-A1XJ,,1939.910813,21.72464148,73.36054587,1.26E-06,0.001635489,537.276847,572.22087,73.195893,656.945347,747.1465063,BRCA
TCGA-D8-A1XY,,682.9683188,434.8252281,0.0017531,80.33282943,2.26E-07,1.32E-11,491.8772192,33.20332577,196.7990029,651.7828225,BRCA
TCGA-E2-A109,,2029.41542,51.73574729,92.98673307,308.758938,5.08E-17,220.7072897,5.38E-14,2.95E-22,3.04E-30,1036.802772,BRCA
TCGA-A2-A3XS,,1724.539781,140.6851373,0.028181618,203.8925842,4.328742777,261.4690686,733.7292521,181.0761678,319.6714342,649.4165504,BRCA
TCGA-AR-A24S,,1194.142084,221.2609351,0.026581138,211.1343412,0.003697908,72.00933954,634.0420073,0.135714908,93.28433975,468.5962612,BRCA
TCGA-B6-A1KF,,1950.879889,5.56E-05,1.788455341,187.0500366,1.39E-05,84.43892344,569.2864622,141.904998,24.67072605,1106.70594,BRCA
TCGA-BH-A1FL,,1937.498027,65.18671989,30.50605296,4.68E-12,2.50E-15,3.40E-08,0.711466339,0.044560489,54.59916505,1474.216708,BRCA
TCGA-E2-A15K,,743.3450263,617.6053517,2.20E-05,221.7335988,1.04E-07,2.612117156,375.1729168,2.69E-10,7.67E-08,600.5792671,BRCA
TCGA-E9-A1NI,,1613.326494,236.5443131,36.07579258,16.7597015,8.92E-13,0.000330634,84.14747435,0.160665698,66.93007183,1416.516156,BRCA
TCGA-E2-A1AZ,,1235.733471,315.2795294,1.16E-10,140.5976652,0.000397101,0.002580306,940.7775757,205.8473683,411.5329078,439.0033056,BRCA
TCGA-D8-A1X8,,1435.575469,221.1121061,30.84002449,143.7534273,0.001355998,56.70731991,248.6605254,84.57055333,105.7230766,1275.311742,BRCA
TCGA-A2-A0T5,,1476.396853,233.6348287,1.349218524,3.74E-08,2.23E-14,1.04E-06,383.8391445,29.48920812,334.5127471,1327.296238,BRCA
TCGA-AO-A12G,,1988.455073,54.23022316,60.32350368,155.9178862,5.47E-05,174.1454653,188.5438221,3.042057696,42.63465055,1490.137964,BRCA
TCGA-C8-A1HO,,2140.029119,0.002274228,124.528607,50.22266079,0.150818804,390.8008551,0.000427103,1.007543049,126.6449506,1690.860745,BRCA
TCGA-AO-A0JE,,1516.648035,275.4894112,32.69210195,196.605034,0.000567369,89.18537889,695.5243483,4.079006205,117.8466442,848.680021,BRCA
TCGA-AC-A62X,,2133.798387,8.16E-23,1.289213311,165.7047928,0.003267431,201.1492952,699.7861119,45.92535404,276.9650376,899.8573409,BRCA
TCGA-AN-A0XR,,2202.493601,1.941444273,121.5077545,18.94378261,2.83E-29,6.73E-15,4.69E-29,1.50E-21,7.18E-30,1783.507634,BRCA
TCGA-E9-A228,,1823.150903,135.3196744,143.7434229,224.1141785,114.6758569,380.1109627,98.46773833,163.7038827,801.902908,1144.219373,BRCA
TCGA-BH-A0HA,,1464.298413,328.9573731,2.479314199,23.94908254,5.24E-05,223.8645572,41.1737039,7.255269579,147.0589683,1741.845066,BRCA
TCGA-D8-A1XS,,1329.978302,290.8847407,5.69E-05,131.7520514,1.71E-12,44.1294063,84.11322584,0.001455855,1.83E-05,1211.571442,BRCA
TCGA-OL-A6VR,,994.8217843,520.04641,0.000105609,1.560251422,2.55E-07,300.2701646,141.6360807,144.5676279,45.21541918,1530.645356,BRCA
TCGA-E9-A22G,,1533.967274,179.6457933,1.41E-13,368.4046834,84.24343702,215.4862122,467.7774095,151.3340865,124.856782,846.6790159,BRCA
TCGA-AR-A1AS,,1711.03378,184.3570082,49.63381196,1.21E-29,2.99E-23,1.67E-21,108.5018129,0.000657045,13.07332056,1211.098009,BRCA
TCGA-BH-A0BZ,,1694.198636,236.5305921,43.03557155,419.1585323,0.080625278,112.4728889,404.2981786,0.056748638,0.015514116,1068.235012,BRCA
TCGA-S3-A6ZG,,2064.14157,44.81875248,98.4381776,1.172580601,7.92E-09,123.2354162,441.9537597,1.932205076,130.3878604,1070.067825,BRCA
TCGA-AN-A0XP,,1629.557607,164.1873222,27.71817108,27.23329212,1.50E-07,2.101571827,129.863691,3.598648099,112.9656045,1327.535792,BRCA
TCGA-D8-A1XD,,1718.440516,78.22400371,30.27478003,2.75E-07,3.28E-05,0.134706388,213.1108613,68.99056424,492.7293392,1473.499196,BRCA
TCGA-AR-A24M,,1429.171617,233.0159406,9.964442783,0.00434196,5.90E-08,1.341033334,163.2510205,12.6687946,120.7729122,1531.105497,BRCA
TCGA-D8-A1JM,,2042.133171,28.3405069,29.99592166,8.68E-15,31.89734287,235.7997766,918.645777,65.91710377,1057.029892,548.9122081,BRCA
TCGA-AC-A6NO,,1389.123456,248.9441378,0.000206317,107.1855462,7.24E-11,4.310103236,6.77E-05,0.000384962,5.16E-08,1480.249298,BRCA
TCGA-E2-A572,,1529.098076,256.7038541,32.38416974,323.3862796,6.00E-15,174.8628354,3.97E-20,4.60E-14,2.98E-24,1142.044685,BRCA
TCGA-BH-A1ES,,1702.457574,208.0215359,21.0696899,7.79E-46,3.28E-17,1.43E-08,79.08272007,126.7418138,596.2062401,1473.533626,BRCA
TCGA-EW-A1PE,,1380.037041,290.3208178,0.337940801,7.67E-10,1.42E-11,0.00807075,380.0426355,0.084936928,72.14206133,1147.742295,BRCA
TCGA-BH-A0H6,,1049.689102,424.9742472,0.541350523,0.000986562,7.29E-08,16.826279,260.0891135,21.28642023,22.36870211,1289.060299,BRCA
TCGA-BH-A0BM,,1298.650058,330.3324146,0.035827487,24.26911524,1.21E-05,122.7838004,260.6892073,62.42804909,262.5798419,1254.675474,BRCA
TCGA-A7-A2KD,,1498.365632,165.3373639,0.001804441,225.5587682,2.81E-09,6.559572304,417.2273838,0.010480872,0.001318392,776.7088877,BRCA
TCGA-S3-A6ZH,,1906.252425,3.259595256,21.60957928,36.78956072,2.40E-14,6.34E-06,19.61153857,4.77E-08,5.79E-11,1178.027565,BRCA
TCGA-HN-A2NL,,1957.871717,32.17406419,0.575518378,548.3002541,55.65778487,528.0460751,522.9848561,104.4866648,8.71E-06,659.1682563,BRCA
TCGA-AN-A0XN,,1768.559852,123.9926547,88.71769341,2.50E-12,6.42E-05,72.0699874,787.7754622,98.06850716,774.6135328,863.7727463,BRCA
TCGA-A1-A0SK,,1552.0938,1.48E-16,8.62E-14,56.50843461,52.35960958,631.9579576,535.7833368,187.9007685,602.446922,707.9306709,BRCA
TCGA-E9-A6HE,,1601.116732,198.4634541,53.96511379,49.57005643,1.68E-08,0.329439622,242.4082721,70.05622092,297.2401548,1425.025135,BRCA
TCGA-BH-A1EX,,1565.498792,170.2870752,20.04243264,71.31408012,9.15E-07,1.31E-05,458.0312546,0.137545757,77.91603047,851.5320751,BRCA
TCGA-AO-A125,,2286.904027,15.14956005,82.21401276,4.11E-44,4.12E-101,6.32E-65,9.14E-110,1.06E-85,9.89E-104,1242.8877,BRCA
TCGA-C8-A26W,,900.8278565,483.8337323,0.000311262,261.8405299,0.119697904,74.7986689,553.1383027,9.293596753,25.74817731,634.8713265,BRCA
TCGA-A2-A0YM,,1920.184247,24.76322678,0.63892655,1.54E-18,5.19E-07,0.000694339,1111.488279,91.32451151,850.1830634,441.1821507,BRCA
TCGA-BH-A0DP,,1723.529004,165.2501112,35.25998458,20.85001194,7.58E-07,0.007558731,520.7698003,60.24473619,232.6637257,1146.667566,BRCA
TCGA-A2-A0CK,,1652.127637,148.6380841,30.66547891,33.29662975,0.006666657,113.4098274,57.16570378,187.0651253,204.8625019,1510.366045,BRCA
TCGA-D8-A1JF,,1593.275023,167.3784448,66.91643249,289.4518031,0.001576979,276.6256429,468.985764,25.54020153,0.037253156,517.1215584,BRCA
TCGA-EW-A6SC,,991.6283812,480.8956356,0.032983112,202.4709612,0.011679115,3.893887544,281.425789,47.44894927,29.35304604,982.3210134,BRCA
TCGA-E2-A1LL,,1267.463228,317.1979419,56.43683019,63.44249425,0.008256737,0.016892739,1022.972086,83.11767122,211.0731268,156.7226719,BRCA
TCGA-C8-A273,,1632.459154,184.9624088,33.49733755,313.1932761,8.01E-10,215.9485464,1.16E-10,7.04E-06,6.27E-09,1530.16247,BRCA
TCGA-AR-A0U2,,1875.455505,21.52888503,14.67481002,58.06322456,0.000264686,137.3429352,259.836873,1.57E-09,5.90E-07,984.7108443,BRCA
TCGA-C8-A1HL,,1811.95319,56.44824869,40.89056094,180.5115254,2.16E-29,56.90754842,1.85E-06,1.73E-26,1.73E-23,1034.118727,BRCA
TCGA-BH-A0AU,,1274.086511,431.8190718,0.046016684,53.78605172,0.000276619,10.80157528,258.4648925,95.18060761,173.7322269,1483.844269,BRCA
TCGA-D8-A1JJ,,1656.517675,40.94049648,46.96342857,3.28E-33,4.32E-16,2.16E-13,555.1557547,0.117952837,418.9023607,833.2729318,BRCA
TCGA-E2-A1B4,,1457.647819,317.4158657,9.606814974,105.3242204,1.76E-06,46.2808878,0.004441599,1.731110247,6.51E-05,1452.954173,BRCA
TCGA-B6-A1KC,,1991.088026,69.06047669,97.11729703,417.4712615,4.640326891,387.0392716,1.51E-15,2.32E-06,5.03E-10,1317.464388,BRCA
TCGA-E9-A5UP,,1928.842434,107.4505725,61.31449381,85.70497736,1.40E-13,9.471641585,98.50990324,0.426369373,0.010056322,1470.309652,BRCA
TCGA-A2-A1G4,,1954.370702,104.2166804,67.05301782,2.35E-13,1.86E-12,0.000327772,301.4829469,133.509879,124.2815282,1419.427518,BRCA
TCGA-BH-A0H3,,1464.221952,245.3121578,12.73828977,65.01612737,0.0001863,122.5511228,368.2558386,184.1023931,449.0048528,1149.169279,BRCA
TCGA-AO-A0JA,,1789.608089,103.9614147,72.69219666,6.186217825,0.000247691,0.462429917,276.5650099,81.57144541,377.097334,1421.707015,BRCA
TCGA-AO-A0JG,,1596.667066,167.1639003,55.68023396,38.11732484,6.83E-08,118.0682618,479.4470256,46.39443529,108.7071523,1101.6158,BRCA
TCGA-OL-A66N,,1704.596737,130.2042967,54.15576659,49.22329092,3.31E-08,39.2381442,484.8060254,11.66495014,187.521503,1263.035186,BRCA
TCGA-A2-A1FV,,2000.531555,29.78796845,120.8976766,473.0134288,1.29E-28,30.05944446,1.64E-74,3.00E-55,1.64E-74,1224.263101,BRCA
TCGA-D8-A1XC,,1656.551308,144.4047715,25.2547208,19.69856588,7.66E-15,223.8407392,3.58E-09,0.00089887,1.32E-06,1326.289595,BRCA
TCGA-LL-A6FR,,1262.937761,127.0928393,2.06E-14,1.78E-17,1.21E-17,1.92E-07,933.2052895,15.03725786,389.372681,405.3308715,BRCA
TCGA-E9-A1N3,,834.7693377,594.0866272,3.51E-05,213.3105726,32.10118077,310.349386,4.47E-07,95.24178355,282.1612917,1344.311931,BRCA
TCGA-AO-A1KR,,1555.901788,215.9389117,0.898200145,118.9022056,1.01E-06,13.10356787,929.1278571,49.54247537,291.2925261,611.1287669,BRCA
TCGA-AN-A0XL,,924.5461675,396.9382073,12.17912523,268.1507072,0.00423399,87.620802,475.8122501,73.27308857,160.8108945,593.9633236,BRCA
TCGA-E2-A15J,,2054.736293,76.61040704,53.46330009,2.84E-22,2.75E-24,1.59E-05,0.320506975,1.57E-05,89.3155957,1854.017566,BRCA
TCGA-E9-A244,,1414.497587,113.0484828,0.000929781,46.59946422,2.00E-07,42.23806764,793.2594513,184.4567845,280.2927488,596.3038833,BRCA
TCGA-E9-A24A,,901.492804,474.983896,5.40E-19,9.25E-17,4.88E-13,3.94E-11,628.5801804,1.426318309,426.444818,867.8394833,BRCA
TCGA-AC-A3QQ,,1464.6358,266.5237102,33.50939012,258.4983142,2.43E-05,1.163615177,161.7409845,31.80596949,0.000556419,1022.358136,BRCA
TCGA-AQ-A54O,,1199.324595,352.4779735,3.317131357,4.15E-12,1.05E-11,28.30791365,31.73541344,0.62974853,491.3237398,1594.288185,BRCA
TCGA-BH-A1FC,,1658.931457,212.3626122,2.342530421,106.6009455,31.42714003,149.1857163,784.5885911,481.8286631,575.8060227,395.8705213,BRCA
TCGA-E9-A22B,,1621.943989,225.5291317,134.3630798,59.52752744,59.50737041,191.566702,366.3592313,232.4656433,915.170716,1068.55411,BRCA
TCGA-A2-A3XV,,1845.732077,80.97134604,89.79537676,80.45147792,8.64E-11,308.0849058,297.9218275,142.6774074,412.8850026,801.9857788,BRCA
TCGA-BH-A0B9,,1209.074875,283.7153276,5.51E-16,8.233969263,0.000116784,0.001101405,1158.596418,20.57408426,722.1926175,460.8558135,BRCA
TCGA-D8-A1JT,,1839.631488,163.1003909,15.0531213,383.7548714,3.32E-53,1.57E-09,8.45E-79,7.43E-75,2.44E-94,854.3751285,BRCA
TCGA-AR-A2LL,,1768.911126,178.3795869,70.23868671,25.55945409,5.22E-06,0.389589821,270.1055571,2.517734578,353.72028,1449.971379,BRCA
TCGA-D8-A1X7,,1229.718045,321.4704671,0.011588002,2.03E-13,1.97E-15,6.71E-23,217.4174724,0.121365871,53.35368444,972.1503773,BRCA
TCGA-E9-A247,,2070.727582,15.11725956,108.8777587,95.16654987,0.71305723,260.3935512,62.86148824,0.10116014,0.053430151,1664.421563,BRCA
TCGA-D8-A1X5,,1732.526026,137.4307481,66.29012622,150.6991411,3.92E-06,186.7690781,285.3864639,2.80E-06,2.18734029,1139.51817,BRCA
TCGA-A8-A075,,1213.970971,221.1044291,1.41E-09,42.82130957,1.95E-14,8.34E-07,614.4378005,0.001136188,1.240320215,730.0016327,BRCA
TCGA-D8-A73X,,1803.141915,160.15771,20.23957485,9.82E-41,5.15E-20,2.16E-08,285.9280594,4.253648144,644.2230693,1293.511623,BRCA
TCGA-E9-A3Q9,,975.9000089,456.5717263,0.242464846,149.6998335,0.030074351,70.37584818,305.4963782,0.001027595,22.74335927,795.074379,BRCA
TCGA-BH-A0E1,,1431.20819,303.5850487,0.004561627,1.11E-37,2.01E-19,1.56E-10,192.1242012,6.310932986,755.3430009,1265.892965,BRCA
TCGA-EW-A423,,2140.872864,1.573001146,88.54573469,0.630437595,3.57E-22,6.958905648,136.3780065,2.10E-11,0.0004676,1525.157483,BRCA
TCGA-BH-A0GY,,1718.842933,84.73925362,0.298613848,215.8458751,1.034341201,66.39468633,562.9583649,1.343604592,95.61630682,843.339521,BRCA
TCGA-E2-A106,,1794.516504,158.1385075,31.52978816,35.57518148,1.83E-09,147.2320559,149.488764,5.775913797,111.3227771,1357.330028,BRCA
